2.59,1.82,1.71
2,2,1.87
2.62,2.49,1.8
1.5,1.82,1.7
2.59,2.59,2.89
3.94,3.79,3.68
2.36,2.24,1.89
3.62,3.55,3.3
3.68,3.56,2.96
2,2,2.04
1.02,1,1.58
1.68,1.89,1.8
0.74,1.54,1.87
2.18,2.33,2.15
1.28,1.15,2.06
1.82,1.75,1.95
